Time,Avg Latency,Throughput,Reliability,Total Delivered,Total Dropped
102.0,0.1635,572.4,1.0,6432,0
102.1,0.1635,571.0,1.0,6482,0
102.2,0.1635,571.4,1.0,6532,0
102.3,0.1646,577.8,1.0,6615,0
102.4,0.1657,582.0,1.0,6697,0
102.5,0.1658,594.2,1.0,6801,0
102.6,0.1659,601.0,1.0,6898,0
102.7,0.1672,606.8,1.0,6989,0
102.8,0.1685,611.8,1.0,7070,0
102.9,0.1695,615.2,1.0,7148,0
103.0,0.1698,625.0,1.0,7244,0
103.1,0.171,631.8,1.0,7342,0
103.2,0.1716,636.6,1.0,7440,0
103.3,0.1735,639.0,1.0,7513,0
103.4,0.1739,650.8,1.0,7610,0
103.5,0.1743,661.6,1.0,7713,0
103.6,0.1747,671.2,1.0,7817,0
103.7,0.175,679.6,1.0,7913,0
103.8,0.1764,690.8,1.0,8017,0
103.9,0.179,697.2,1.0,8120,0
104.0,0.1789,704.0,1.0,8217,0
104.1,0.1788,709.6,1.0,8304,0
104.2,0.1792,714.6,1.0,8398,0
104.3,0.1791,721.4,1.0,8490,0
104.4,0.1794,730.4,1.0,8585,0
104.5,0.1806,739.0,1.0,8688,0
104.6,0.1805,746.2,1.0,8775,0
104.7,0.1805,753.2,1.0,8864,0
104.8,0.1807,760.2,1.0,8951,0
104.9,0.1808,765.4,1.0,9034,0
105.0,0.181,773.2,1.0,9124,0
105.1,0.1821,783.0,1.0,9229,0
105.2,0.1828,791.8,1.0,9332,0
105.3,0.1834,799.4,1.0,9431,0
105.4,0.1834,810.6,1.0,9532,0
105.5,0.1834,816.8,1.0,9628,0
105.6,0.1836,831.0,1.0,9746,0
105.7,0.1833,839.0,1.0,9847,0
105.8,0.1843,847.8,1.0,9949,0
105.9,0.1849,858.4,1.0,10058,0
106.0,0.186,862.8,1.0,10148,0
106.1,0.1869,870.6,1.0,10246,0
106.2,0.1874,876.2,1.0,10331,0
106.3,0.1876,884.8,1.0,10428,0
106.4,0.1876,886.4,1.0,10504,0
106.5,0.188,896.0,1.0,10602,0
106.6,0.189,902.0,1.0,10692,0
106.7,0.1901,912.8,1.0,10800,0
106.8,0.19,921.0,1.0,10893,0
106.9,0.1899,930.8,1.0,10988,0
107.0,0.1914,937.8,1.0,11076,0
107.1,0.1917,948.6,1.0,11175,0
107.2,0.1915,956.4,1.0,11264,0
107.3,0.1914,963.2,1.0,11348,0
107.4,0.1915,964.0,1.0,11435,0
107.5,0.1915,966.0,1.0,11527,0
107.6,0.1915,965.2,1.0,11627,0
107.7,0.1915,962.2,1.0,11709,0
107.8,0.1915,962.6,1.0,11802,0
107.9,0.1913,968.0,1.0,11910,0
108.0,0.1915,968.8,1.0,11992,0
108.1,0.1924,968.4,1.0,12086,0
108.2,0.1929,965.8,1.0,12171,0
108.3,0.1927,956.4,1.0,12222,0
108.4,0.1934,952.2,1.0,12274,0
108.5,0.1933,941.6,1.0,12318,0
108.6,0.1933,931.4,1.0,12370,0
108.7,0.1931,922.0,1.0,12427,0
108.8,0.1932,911.6,1.0,12471,0
108.9,0.194,904.2,1.0,12538,0
109.0,0.1939,896.8,1.0,12604,0
109.1,0.1938,886.4,1.0,12649,0
109.2,0.1941,879.8,1.0,12703,0
109.3,0.194,874.4,1.0,12770,0
109.4,0.1938,865.8,1.0,12819,0
109.5,0.1937,857.2,1.0,12871,0
109.6,0.1938,847.0,1.0,12923,0
109.7,0.1943,841.2,1.0,12981,0
109.8,0.1959,832.0,1.0,13024,0
109.9,0.1968,826.4,1.0,13083,0
110.0,0.1981,819.2,1.0,13130,0
110.1,0.1986,813.0,1.0,13189,0
110.2,0.1985,802.0,1.0,13239,0
110.3,0.1989,795.8,1.0,13311,0
110.4,0.1988,786.4,1.0,13363,0
110.5,0.2,779.0,1.0,13427,0
110.6,0.1999,770.0,1.0,13478,0
110.7,0.2006,755.8,1.0,13525,0
110.8,0.2011,748.0,1.0,13587,0
110.9,0.201,737.4,1.0,13636,0
111.0,0.202,726.8,1.0,13692,0
111.1,0.2043,721.6,1.0,13756,0
111.2,0.2043,713.6,1.0,13814,0
111.3,0.2055,707.6,1.0,13869,0
111.4,0.2054,698.2,1.0,13919,0
111.5,0.2067,692.6,1.0,13967,0
111.6,0.2065,682.6,1.0,14015,0
111.7,0.2064,675.4,1.0,14069,0
111.8,0.2062,667.4,1.0,14137,0
111.9,0.2061,659.6,1.0,14191,0
112.0,0.2068,652.2,1.0,14249,0
112.1,0.2073,645.8,1.0,14305,0
112.2,0.2073,636.6,1.0,14358,0
112.3,0.2071,631.2,1.0,14420,0
112.4,0.2069,623.8,1.0,14467,0
112.5,0.2073,615.8,1.0,14514,0
112.6,0.2073,606.4,1.0,14559,0
112.7,0.207,596.4,1.0,14609,0
112.8,0.2073,593.2,1.0,14675,0
112.9,0.2086,585.6,1.0,14730,0
113.0,0.2092,576.8,1.0,14794,0
113.1,0.2121,572.8,1.0,14856,0
113.2,0.212,567.4,1.0,14923,0
113.3,0.2136,560.0,1.0,14971,0
113.4,0.2146,560.8,1.0,15026,0
113.5,0.2145,560.4,1.0,15076,0
113.6,0.2168,562.6,1.0,15131,0
113.7,0.2177,565.0,1.0,15195,0
113.8,0.2175,564.6,1.0,15250,0
113.9,0.2176,564.6,1.0,15294,0
114.0,0.2183,560.6,1.0,15341,0
114.1,0.2188,559.4,1.0,15401,0
114.2,0.2191,562.4,1.0,15461,0
114.3,0.2193,563.0,1.0,15518,0
114.4,0.219,560.2,1.0,15571,0
114.5,0.2195,564.6,1.0,15642,0
114.6,0.2194,565.2,1.0,15697,0
114.7,0.2195,564.4,1.0,15745,0
114.8,0.2194,563.6,1.0,15799,0
114.9,0.2198,565.8,1.0,15853,0
115.0,0.2214,565.2,1.0,15909,0
115.1,0.2224,568.2,1.0,15971,0
115.2,0.2223,566.2,1.0,16020,0
115.3,0.2221,570.0,1.0,16089,0
115.4,0.2243,564.4,1.0,16133,0
115.5,0.2255,564.4,1.0,16185,0
115.6,0.2258,563.6,1.0,16245,0
115.7,0.2256,563.4,1.0,16295,0
115.8,0.2259,565.2,1.0,16351,0
115.9,0.2258,565.6,1.0,16415,0
116.0,0.2261,568.6,1.0,16479,0
116.1,0.2274,570.0,1.0,16542,0
116.2,0.2289,568.4,1.0,16598,0
116.3,0.2288,567.4,1.0,16651,0
116.4,0.2293,565.8,1.0,16698,0
116.5,0.2297,566.6,1.0,16752,0
116.6,0.2297,566.6,1.0,16800,0
116.7,0.2297,567.6,1.0,16853,0
116.8,0.2296,566.8,1.0,16903,0
116.9,0.2295,564.0,1.0,16957,0
117.0,0.2294,563.4,1.0,17008,0
117.1,0.2293,564.6,1.0,17072,0
117.2,0.2293,564.4,1.0,17127,0
117.3,0.2293,564.8,1.0,17182,0
117.4,0.2292,563.2,1.0,17236,0
117.5,0.2319,564.8,1.0,17291,0
117.6,0.2335,565.8,1.0,17343,0
117.7,0.2339,568.0,1.0,17399,0
117.8,0.2349,567.8,1.0,17448,0
117.9,0.2348,566.8,1.0,17509,0
118.0,0.2347,566.4,1.0,17562,0
118.1,0.2348,562.2,1.0,17605,0
118.2,0.2361,559.6,1.0,17654,0
118.3,0.237,556.2,1.0,17704,0
118.4,0.2368,556.8,1.0,17755,0
118.5,0.2368,555.4,1.0,17803,0
118.6,0.237,557.2,1.0,17862,0
118.7,0.2373,555.6,1.0,17909,0
118.8,0.238,552.2,1.0,17956,0
118.9,0.2377,554.6,1.0,18023,0
119.0,0.2381,558.2,1.0,18085,0
119.1,0.2382,559.0,1.0,18136,0
119.2,0.2394,557.2,1.0,18187,0
119.3,0.2416,555.6,1.0,18239,0
119.4,0.2431,553.6,1.0,18286,0
119.5,0.2428,556.0,1.0,18351,0
119.6,0.2428,552.2,1.0,18403,0
119.7,0.2427,551.0,1.0,18452,0
119.8,0.2427,553.4,1.0,18512,0
119.9,0.2426,552.0,1.0,18559,0
120.0,0.2439,553.8,1.0,18622,0
