Time,Avg Latency,Throughput,Reliability,Total Delivered,Total Dropped
18.3,0.1852,557.8,1.0,9933,0
18.4,0.1854,555.8,1.0,9984,0
18.5,0.1855,552.6,1.0,10031,0
18.6,0.1876,554.8,1.0,10097,0
18.7,0.1876,553.2,1.0,10145,0
18.8,0.1884,552.0,1.0,10195,0
18.9,0.1887,554.8,1.0,10259,0
19.0,0.1887,554.0,1.0,10324,0
19.1,0.1902,549.8,1.0,10373,0
19.2,0.19,547.6,1.0,10427,0
19.3,0.1897,546.0,1.0,10486,0
19.4,0.1896,547.6,1.0,10543,0
19.5,0.1896,547.8,1.0,10602,0
19.6,0.191,551.4,1.0,10677,0
19.7,0.1912,552.4,1.0,10738,0
19.8,0.1922,548.6,1.0,10781,0
19.9,0.1921,552.0,1.0,10856,0
20.0,0.1919,550.8,1.0,10912,0
20.1,0.1935,550.4,1.0,10968,0
20.2,0.1953,550.4,1.0,11024,0
20.3,0.1954,552.8,1.0,11077,0
20.4,0.1969,552.0,1.0,11128,0
20.5,0.1968,552.6,1.0,11187,0
20.6,0.1965,554.8,1.0,11239,0
20.7,0.1967,554.8,1.0,11290,0
20.8,0.2,554.0,1.0,11342,0
20.9,0.2009,553.6,1.0,11393,0
21.0,0.2008,553.6,1.0,11453,0
21.1,0.2023,557.6,1.0,11522,0
21.2,0.2028,558.6,1.0,11579,0
21.3,0.2029,562.8,1.0,11639,0
21.4,0.2026,562.2,1.0,11688,0
21.5,0.2025,561.8,1.0,11742,0
21.6,0.2023,558.2,1.0,11794,0
21.7,0.2023,557.8,1.0,11851,0
21.8,0.203,558.0,1.0,11904,0
21.9,0.2042,558.0,1.0,11954,0
22.0,0.2042,558.6,1.0,12017,0
22.1,0.2057,562.4,1.0,12085,0
22.2,0.2057,564.2,1.0,12150,0
22.3,0.2058,565.4,1.0,12217,0
22.4,0.2106,567.6,1.0,12285,0
22.5,0.2116,569.4,1.0,12351,0
22.6,0.2143,571.2,1.0,12411,0
22.7,0.2195,571.6,1.0,12472,0
22.8,0.2196,573.0,1.0,12525,0
22.9,0.2204,577.8,1.0,12593,0
23.0,0.2206,577.2,1.0,12643,0
23.1,0.2223,574.0,1.0,12683,0
23.2,0.2222,573.8,1.0,12736,0
23.3,0.2221,570.0,1.0,12783,0
23.4,0.2232,569.6,1.0,12832,0
23.5,0.2233,571.0,1.0,12886,0
23.6,0.2232,568.8,1.0,12941,0
23.7,0.2233,569.0,1.0,12990,0
23.8,0.2232,568.2,1.0,13036,0
23.9,0.2237,565.6,1.0,13087,0
24.0,0.225,562.2,1.0,13135,0
24.1,0.2246,565.8,1.0,13202,0
24.2,0.2243,564.6,1.0,13250,0
24.3,0.224,563.8,1.0,13305,0
24.4,0.2269,564.8,1.0,13367,0
24.5,0.2277,562.6,1.0,13415,0
24.6,0.228,560.2,1.0,13478,0
24.7,0.228,558.8,1.0,13532,0
24.8,0.2297,563.0,1.0,13596,0
24.9,0.2302,557.8,1.0,13645,0
25.0,0.2315,559.2,1.0,13708,0
25.1,0.2328,560.4,1.0,13770,0
25.2,0.2325,559.6,1.0,13822,0
25.3,0.2323,561.6,1.0,13885,0
25.4,0.2322,562.0,1.0,13938,0
25.5,0.233,561.6,1.0,13995,0
25.6,0.2345,566.0,1.0,14069,0
25.7,0.2349,565.8,1.0,14119,0
25.8,0.2349,566.2,1.0,14173,0
25.9,0.2366,567.6,1.0,14231,0
26.0,0.2362,568.2,1.0,14294,0
26.1,0.236,564.8,1.0,14346,0
26.2,0.2369,565.2,1.0,14405,0
26.3,0.2369,563.2,1.0,14455,0
26.4,0.2372,566.4,1.0,14520,0
26.5,0.237,571.0,1.0,14597,0
26.6,0.2379,570.4,1.0,14646,0
26.7,0.2386,571.0,1.0,14706,0
26.8,0.2385,570.4,1.0,14756,0
26.9,0.2385,573.2,1.0,14820,0
27.0,0.2383,571.4,1.0,14874,0
27.1,0.2383,569.6,1.0,14933,0
27.2,0.2382,565.6,1.0,14978,0
27.3,0.2388,561.8,1.0,15026,0
27.4,0.2388,557.6,1.0,15073,0
27.5,0.2401,553.2,1.0,15117,0
27.6,0.2398,553.8,1.0,15180,0
27.7,0.2398,552.4,1.0,15234,0
27.8,0.2397,552.2,1.0,15286,0
27.9,0.2397,551.4,1.0,15350,0
28.0,0.2404,552.4,1.0,15405,0
28.1,0.2407,555.8,1.0,15462,0
28.2,0.2409,554.2,1.0,15507,0
28.3,0.2407,555.8,1.0,15562,0
28.4,0.2405,557.8,1.0,15621,0
28.5,0.2403,557.8,1.0,15675,0
28.6,0.2402,557.8,1.0,15730,0
28.7,0.2424,561.8,1.0,15799,0
28.8,0.2422,563.2,1.0,15852,0
28.9,0.2419,566.8,1.0,15921,0
29.0,0.2421,568.2,1.0,15976,0
29.1,0.2422,564.6,1.0,16025,0
29.2,0.2423,568.6,1.0,16093,0
29.3,0.2432,567.2,1.0,16141,0
29.4,0.2431,568.2,1.0,16208,0
29.5,0.2438,568.4,1.0,16257,0
29.6,0.2438,570.2,1.0,16329,0
29.7,0.2455,570.6,1.0,16385,0
29.8,0.2452,569.8,1.0,16445,0
29.9,0.245,573.0,1.0,16510,0
30.0,0.2476,571.6,1.0,16566,0
