Time,Avg Latency,Throughput,Reliability,Total Delivered,Total Dropped
73.4,0.178,661.2,1.0,7784,0
73.5,0.1783,665.0,1.0,7854,0
73.6,0.1786,670.2,1.0,7938,0
73.7,0.1792,675.2,1.0,8017,0
73.8,0.1794,679.6,1.0,8087,0
73.9,0.1818,683.2,1.0,8157,0
74.0,0.1818,687.2,1.0,8227,0
74.1,0.1824,689.2,1.0,8294,0
74.2,0.1851,691.4,1.0,8363,0
74.3,0.1853,694.2,1.0,8435,0
74.4,0.1859,699.6,1.0,8507,0
74.5,0.1867,700.2,1.0,8574,0
74.6,0.1866,701.0,1.0,8636,0
74.7,0.1864,705.4,1.0,8711,0
74.8,0.1863,709.6,1.0,8777,0
74.9,0.1867,714.8,1.0,8862,0
75.0,0.188,716.6,1.0,8931,0
75.1,0.1878,719.8,1.0,8993,0
75.2,0.1881,718.6,1.0,9045,0
75.3,0.1885,718.6,1.0,9102,0
75.4,0.1886,713.6,1.0,9144,0
75.5,0.1885,709.8,1.0,9197,0
75.6,0.1884,708.0,1.0,9253,0
75.7,0.1881,705.2,1.0,9320,0
75.8,0.1902,702.6,1.0,9368,0
75.9,0.1904,696.4,1.0,9415,0
76.0,0.1912,692.6,1.0,9467,0
76.1,0.191,688.2,1.0,9517,0
76.2,0.1907,684.6,1.0,9567,0
76.3,0.1918,681.6,1.0,9618,0
76.4,0.1915,677.2,1.0,9667,0
76.5,0.1914,672.2,1.0,9714,0
76.6,0.1916,668.6,1.0,9776,0
76.7,0.1915,666.2,1.0,9838,0
76.8,0.1911,662.6,1.0,9898,0
76.9,0.1933,661.6,1.0,9959,0
77.0,0.1932,659.0,1.0,10014,0
77.1,0.1947,662.0,1.0,10084,0
77.2,0.1962,654.4,1.0,10137,0
77.3,0.1962,652.0,1.0,10194,0
77.4,0.197,647.8,1.0,10248,0
77.5,0.1966,646.0,1.0,10302,0
77.6,0.1983,643.2,1.0,10359,0
77.7,0.1994,639.8,1.0,10415,0
77.8,0.2014,635.2,1.0,10475,0
77.9,0.2042,633.4,1.0,10534,0
78.0,0.2054,632.6,1.0,10603,0
78.1,0.2053,633.0,1.0,10668,0
78.2,0.2053,629.8,1.0,10720,0
78.3,0.205,625.2,1.0,10774,0
78.4,0.2049,621.0,1.0,10825,0
78.5,0.2049,618.4,1.0,10876,0
78.6,0.2049,614.8,1.0,10928,0
78.7,0.2047,608.0,1.0,10978,0
78.8,0.2059,601.2,1.0,11023,0
78.9,0.2057,596.8,1.0,11071,0
79.0,0.2063,591.8,1.0,11116,0
79.1,0.2061,586.0,1.0,11157,0
79.2,0.207,582.4,1.0,11206,0
79.3,0.209,582.6,1.0,11276,0
79.4,0.2088,577.8,1.0,11324,0
79.5,0.2101,571.0,1.0,11362,0
79.6,0.2116,570.6,1.0,11427,0
79.7,0.2115,568.6,1.0,11479,0
79.8,0.2113,564.0,1.0,11531,0
79.9,0.211,561.2,1.0,11583,0
80.0,0.2111,554.8,1.0,11636,0
80.1,0.2154,554.0,1.0,11701,0
80.2,0.2173,551.6,1.0,11751,0
80.3,0.2171,552.6,1.0,11808,0
80.4,0.217,553.6,1.0,11870,0
80.5,0.219,556.6,1.0,11927,0
80.6,0.2217,557.0,1.0,11982,0
80.7,0.2216,556.0,1.0,12033,0
80.8,0.2239,555.2,1.0,12096,0
80.9,0.2238,555.2,1.0,12144,0
81.0,0.2238,554.8,1.0,12189,0
81.1,0.2244,556.2,1.0,12248,0
81.2,0.2242,555.2,1.0,12293,0
81.3,0.2253,558.2,1.0,12358,0
81.4,0.2268,558.8,1.0,12412,0
81.5,0.2265,560.4,1.0,12469,0
81.6,0.2265,561.2,1.0,12520,0
81.7,0.2264,562.0,1.0,12586,0
81.8,0.2266,558.8,1.0,12632,0
81.9,0.2263,557.4,1.0,12685,0
82.0,0.2283,557.4,1.0,12746,0
82.1,0.2297,559.6,1.0,12812,0
82.2,0.2295,555.0,1.0,12859,0
82.3,0.2294,555.0,1.0,12912,0
82.4,0.2308,556.2,1.0,12975,0
82.5,0.2306,555.0,1.0,13023,0
82.6,0.2304,557.6,1.0,13090,0
82.7,0.231,557.0,1.0,13144,0
82.8,0.2307,555.2,1.0,13191,0
82.9,0.2304,553.8,1.0,13244,0
83.0,0.2332,551.4,1.0,13291,0
83.1,0.2342,547.4,1.0,13340,0
83.2,0.234,542.4,1.0,13380,0
83.3,0.2348,542.6,1.0,13433,0
83.4,0.2349,544.0,1.0,13494,0
83.5,0.2349,544.4,1.0,13547,0
83.6,0.2349,544.4,1.0,13598,0
83.7,0.2345,547.4,1.0,13665,0
83.8,0.2345,547.4,1.0,13715,0
83.9,0.2353,547.6,1.0,13761,0
84.0,0.235,549.0,1.0,13816,0
84.1,0.2345,556.2,1.0,13897,0
84.2,0.2346,557.8,1.0,13946,0
84.3,0.2343,558.2,1.0,13997,0
84.4,0.2342,553.4,1.0,14043,0
84.5,0.2343,554.0,1.0,14094,0
84.6,0.2341,555.6,1.0,14140,0
84.7,0.2346,553.2,1.0,14193,0
84.8,0.2344,552.2,1.0,14240,0
84.9,0.2344,551.6,1.0,14289,0
85.0,0.2349,552.4,1.0,14345,0
85.1,0.2346,551.2,1.0,14392,0
85.2,0.2347,551.2,1.0,14457,0
85.3,0.2344,553.0,1.0,14516,0
85.4,0.2348,552.6,1.0,14571,0
85.5,0.2347,550.0,1.0,14620,0
85.6,0.2346,551.8,1.0,14686,0
85.7,0.2344,552.0,1.0,14742,0
85.8,0.2342,553.6,1.0,14801,0
85.9,0.2357,556.8,1.0,14880,0
86.0,0.2355,555.8,1.0,14923,0
86.1,0.2353,557.8,1.0,14978,0
86.2,0.2353,558.8,1.0,15042,0
86.3,0.2381,561.4,1.0,15100,0
86.4,0.2408,560.4,1.0,15160,0
86.5,0.2404,560.8,1.0,15216,0
86.6,0.2403,562.6,1.0,15282,0
86.7,0.2402,565.8,1.0,15349,0
86.8,0.2404,562.8,1.0,15400,0
86.9,0.2408,565.6,1.0,15460,0
87.0,0.2405,565.8,1.0,15514,0
87.1,0.2403,567.2,1.0,15582,0
87.2,0.2404,564.6,1.0,15635,0
87.3,0.2402,564.2,1.0,15680,0
87.4,0.2402,564.2,1.0,15733,0
87.5,0.24,561.4,1.0,15782,0
87.6,0.2399,565.6,1.0,15851,0
87.7,0.2399,563.4,1.0,15907,0
87.8,0.2397,564.2,1.0,15965,0
87.9,0.2395,565.4,1.0,16018,0
88.0,0.2412,565.4,1.0,16071,0
88.1,0.2411,567.4,1.0,16128,0
88.2,0.2412,566.2,1.0,16171,0
88.3,0.2409,570.8,1.0,16234,0
88.4,0.2417,570.0,1.0,16283,0
88.5,0.2431,570.2,1.0,16345,0
88.6,0.2428,570.0,1.0,16397,0
88.7,0.2431,570.6,1.0,16451,0
88.8,0.2437,566.6,1.0,16498,0
88.9,0.2437,569.6,1.0,16563,0
89.0,0.2439,570.4,1.0,16613,0
89.1,0.2447,569.6,1.0,16664,0
89.2,0.246,565.8,1.0,16726,0
89.3,0.2458,566.0,1.0,16776,0
89.4,0.2472,567.8,1.0,16836,0
89.5,0.2474,569.4,1.0,16890,0
89.6,0.248,570.4,1.0,16946,0
89.7,0.2475,572.6,1.0,17003,0
89.8,0.2474,572.4,1.0,17055,0
89.9,0.2479,572.0,1.0,17100,0
90.0,0.2492,572.4,1.0,17151,0
