Time,Avg Latency,Throughput,Reliability,Total Delivered,Total Dropped
156.6,0.1481,559.6,1.0,3515,0
156.7,0.1483,562.6,1.0,3576,0
156.8,0.1516,563.6,1.0,3635,0
156.9,0.1513,561.6,1.0,3689,0
157.0,0.1511,557.6,1.0,3739,0
157.1,0.1509,555.8,1.0,3791,0
157.2,0.1512,554.8,1.0,3844,0
157.3,0.151,555.6,1.0,3892,0
157.4,0.1507,557.8,1.0,3949,0
157.5,0.1527,554.2,1.0,3996,0
157.6,0.1524,557.2,1.0,4062,0
157.7,0.154,558.2,1.0,4128,0
157.8,0.1539,557.2,1.0,4175,0
157.9,0.1538,554.2,1.0,4223,0
158.0,0.1538,554.0,1.0,4269,0
158.1,0.1538,552.6,1.0,4321,0
158.2,0.156,552.4,1.0,4380,0
158.3,0.156,551.2,1.0,4427,0
158.4,0.1561,551.6,1.0,4481,0
158.5,0.157,555.4,1.0,4556,0
158.6,0.1572,556.6,1.0,4612,0
158.7,0.1573,555.6,1.0,4663,0
158.8,0.158,555.8,1.0,4730,0
158.9,0.1582,554.0,1.0,4776,0
159.0,0.1578,554.4,1.0,4833,0
159.1,0.1576,553.2,1.0,4882,0
159.2,0.1583,552.0,1.0,4942,0
159.3,0.1599,549.4,1.0,4995,0
159.4,0.1597,550.4,1.0,5043,0
159.5,0.1612,551.6,1.0,5100,0
159.6,0.1612,556.6,1.0,5172,0
159.7,0.1627,557.4,1.0,5240,0
159.8,0.1631,554.8,1.0,5285,0
159.9,0.1633,558.2,1.0,5351,0
160.0,0.1653,560.4,1.0,5408,0
160.1,0.1648,564.0,1.0,5471,0
160.2,0.1646,562.2,1.0,5514,0
160.3,0.1659,556.8,1.0,5555,0
160.4,0.1663,555.8,1.0,5600,0
160.5,0.1678,555.0,1.0,5649,0
160.6,0.1679,555.6,1.0,5705,0
160.7,0.1676,555.0,1.0,5756,0
160.8,0.1674,554.4,1.0,5800,0
160.9,0.1684,554.2,1.0,5853,0
161.0,0.168,553.2,1.0,5899,0
161.1,0.1699,556.0,1.0,5962,0
161.2,0.1697,552.0,1.0,6007,0
161.3,0.1696,552.2,1.0,6057,0
161.4,0.1701,551.4,1.0,6115,0
161.5,0.1717,549.2,1.0,6166,0
161.6,0.1716,549.4,1.0,6219,0
161.7,0.1734,550.2,1.0,6266,0
161.8,0.1735,551.6,1.0,6334,0
161.9,0.1737,549.8,1.0,6384,0
162.0,0.174,552.0,1.0,6449,0
162.1,0.1739,553.6,1.0,6507,0
162.2,0.1751,552.4,1.0,6553,0
162.3,0.1759,551.4,1.0,6601,0
162.4,0.1757,554.0,1.0,6662,0
162.5,0.1755,554.4,1.0,6721,0
162.6,0.1753,556.2,1.0,6777,0
162.7,0.1769,551.8,1.0,6821,0
162.8,0.1773,549.4,1.0,6875,0
162.9,0.177,554.2,1.0,6946,0
163.0,0.1772,555.0,1.0,6998,0
163.1,0.177,555.6,1.0,7047,0
163.2,0.1771,556.4,1.0,7103,0
163.3,0.1776,554.0,1.0,7150,0
163.4,0.1794,555.8,1.0,7206,0
163.5,0.1821,558.2,1.0,7272,0
163.6,0.1828,553.6,1.0,7324,0
163.7,0.1835,553.6,1.0,7380,0
163.8,0.1875,555.0,1.0,7438,0
163.9,0.191,554.4,1.0,7502,0
164.0,0.191,557.2,1.0,7562,0
164.1,0.1932,555.8,1.0,7612,0
164.2,0.195,556.8,1.0,7666,0
164.3,0.1946,554.6,1.0,7715,0
164.4,0.1946,555.4,1.0,7772,0
164.5,0.1949,557.6,1.0,7831,0
164.6,0.195,558.2,1.0,7891,0
164.7,0.1948,555.0,1.0,7947,0
164.8,0.1958,552.2,1.0,8001,0
164.9,0.196,553.4,1.0,8052,0
165.0,0.1963,551.6,1.0,8109,0
165.1,0.196,554.8,1.0,8182,0
165.2,0.1971,555.8,1.0,8250,0
165.3,0.1981,559.4,1.0,8311,0
165.4,0.1978,562.0,1.0,8365,0
165.5,0.1979,564.4,1.0,8422,0
165.6,0.1978,566.2,1.0,8480,0
165.7,0.1988,569.4,1.0,8552,0
165.8,0.2006,569.4,1.0,8603,0
165.9,0.2008,571.8,1.0,8659,0
166.0,0.2009,571.4,1.0,8710,0
166.1,0.2013,573.0,1.0,8764,0
166.2,0.201,573.0,1.0,8827,0
166.3,0.2009,573.6,1.0,8875,0
166.4,0.2007,573.4,1.0,8924,0
166.5,0.2006,574.2,1.0,8986,0
166.6,0.2005,576.8,1.0,9050,0
166.7,0.2003,577.8,1.0,9108,0
166.8,0.2,578.4,1.0,9158,0
166.9,0.1999,576.0,1.0,9214,0
167.0,0.2008,576.4,1.0,9266,0
167.1,0.2007,573.2,1.0,9315,0
167.2,0.202,575.6,1.0,9385,0
167.3,0.203,580.4,1.0,9455,0
167.4,0.2027,583.4,1.0,9518,0
167.5,0.2054,581.8,1.0,9571,0
167.6,0.2068,580.8,1.0,9625,0
167.7,0.2077,580.0,1.0,9677,0
167.8,0.2075,583.6,1.0,9739,0
167.9,0.2073,582.4,1.0,9787,0
168.0,0.2071,579.0,1.0,9841,0
168.1,0.2068,583.6,1.0,9916,0
168.2,0.2067,584.4,1.0,9969,0
168.3,0.2064,583.4,1.0,10020,0
168.4,0.207,586.2,1.0,10081,0
168.5,0.2085,584.8,1.0,10130,0
168.6,0.2092,583.4,1.0,10189,0
168.7,0.209,583.2,1.0,10240,0
168.8,0.2098,581.4,1.0,10287,0
168.9,0.2095,581.6,1.0,10346,0
169.0,0.2094,582.0,1.0,10412,0
169.1,0.21,581.2,1.0,10468,0
169.2,0.2137,582.6,1.0,10525,0
169.3,0.2146,586.0,1.0,10596,0
169.4,0.2163,589.4,1.0,10662,0
169.5,0.218,588.8,1.0,10716,0
169.6,0.2182,589.2,1.0,10777,0
169.7,0.2182,589.8,1.0,10840,0
169.8,0.2181,588.2,1.0,10888,0
169.9,0.2188,588.6,1.0,10944,0
170.0,0.2205,591.4,1.0,11009,0
170.1,0.2229,592.4,1.0,11071,0
170.2,0.2236,589.6,1.0,11130,0
170.3,0.2263,588.0,1.0,11190,0
170.4,0.2273,585.2,1.0,11237,0
170.5,0.2274,588.0,1.0,11305,0
170.6,0.2293,590.0,1.0,11372,0
170.7,0.2318,590.8,1.0,11434,0
170.8,0.2316,588.4,1.0,11494,0
170.9,0.2323,590.0,1.0,11553,0
171.0,0.2327,590.6,1.0,11612,0
171.1,0.2322,592.4,1.0,11672,0
171.2,0.2328,592.0,1.0,11724,0
171.3,0.2333,588.6,1.0,11770,0
171.4,0.2349,589.8,1.0,11824,0
171.5,0.236,591.2,1.0,11880,0
171.6,0.2356,591.2,1.0,11942,0
171.7,0.2353,593.6,1.0,12018,0
171.8,0.2366,593.6,1.0,12076,0
171.9,0.2372,594.4,1.0,12130,0
172.0,0.2372,591.8,1.0,12173,0
172.1,0.2369,590.2,1.0,12217,0
172.2,0.2378,592.6,1.0,12278,0
172.3,0.2376,588.4,1.0,12327,0
172.4,0.24,584.6,1.0,12378,0
172.5,0.2429,581.2,1.0,12424,0
172.6,0.2435,585.2,1.0,12497,0
172.7,0.2452,583.0,1.0,12540,0
172.8,0.245,584.0,1.0,12597,0
172.9,0.2446,584.8,1.0,12663,0
173.0,0.2444,585.0,1.0,12712,0
173.1,0.246,586.0,1.0,12771,0
173.2,0.2458,579.8,1.0,12815,0
173.3,0.2455,577.4,1.0,12856,0
173.4,0.2494,578.0,1.0,12910,0
173.5,0.2492,575.6,1.0,12959,0
173.6,0.2504,575.4,1.0,13007,0
173.7,0.2506,576.6,1.0,13072,0
173.8,0.2513,578.0,1.0,13130,0
173.9,0.2512,580.0,1.0,13187,0
174.0,0.2512,581.2,1.0,13252,0
174.1,0.2526,580.4,1.0,13314,0
174.2,0.2531,579.4,1.0,13365,0
174.3,0.2529,578.0,1.0,13415,0
174.4,0.2531,575.4,1.0,13473,0
174.5,0.2529,572.8,1.0,13526,0
174.6,0.2527,569.8,1.0,13565,0
174.7,0.2525,568.8,1.0,13621,0
174.8,0.2522,566.8,1.0,13674,0
174.9,0.2519,571.0,1.0,13743,0
175.0,0.2519,571.0,1.0,13799,0
175.1,0.2542,568.8,1.0,13853,0
175.2,0.2543,568.4,1.0,13913,0
175.3,0.2552,566.6,1.0,13963,0
175.4,0.2551,562.6,1.0,14003,0
175.5,0.2554,565.6,1.0,14065,0
175.6,0.2559,564.2,1.0,14126,0
175.7,0.2581,562.0,1.0,14182,0
175.8,0.2584,561.6,1.0,14242,0
175.9,0.2591,560.0,1.0,14294,0
176.0,0.259,560.0,1.0,14353,0
176.1,0.261,563.2,1.0,14428,0
176.2,0.2619,562.4,1.0,14484,0
176.3,0.2631,561.8,1.0,14533,0
176.4,0.2643,562.6,1.0,14583,0
176.5,0.2653,565.8,1.0,14653,0
176.6,0.2654,564.6,1.0,14703,0
176.7,0.2652,561.4,1.0,14749,0
176.8,0.2674,557.0,1.0,14803,0
176.9,0.2692,555.2,1.0,14852,0
177.0,0.2718,554.2,1.0,14901,0
177.1,0.2715,555.8,1.0,14952,0
177.2,0.2724,559.6,1.0,15015,0
177.3,0.2729,558.4,1.0,15070,0
177.4,0.2727,560.0,1.0,15127,0
177.5,0.2727,560.8,1.0,15182,0
177.6,0.2735,561.4,1.0,15231,0
177.7,0.273,559.0,1.0,15292,0
177.8,0.2728,558.6,1.0,15333,0
177.9,0.2727,559.4,1.0,15394,0
178.0,0.2725,556.0,1.0,15443,0
178.1,0.273,557.0,1.0,15497,0
178.2,0.2727,554.4,1.0,15543,0
178.3,0.2722,559.0,1.0,15610,0
178.4,0.2719,560.8,1.0,15660,0
178.5,0.2732,559.4,1.0,15707,0
178.6,0.2727,562.0,1.0,15769,0
178.7,0.2731,566.2,1.0,15838,0
178.8,0.2731,561.8,1.0,15881,0
178.9,0.273,560.8,1.0,15934,0
179.0,0.273,558.8,1.0,15981,0
179.1,0.2728,556.0,1.0,16032,0
179.2,0.2729,555.8,1.0,16093,0
179.3,0.2744,554.8,1.0,16139,0
179.4,0.2742,554.0,1.0,16185,0
179.5,0.2739,556.0,1.0,16253,0
179.6,0.2755,556.2,1.0,16307,0
179.7,0.2755,557.4,1.0,16352,0
179.8,0.2754,557.0,1.0,16406,0
179.9,0.2754,558.0,1.0,16464,0
180.0,0.2751,557.6,1.0,16531,0
